"","E","C"
"1",6.41973065642576,1.9067100023481
"2",2.63635812263204,0.504903808808116
"3",1.29908379447752,0.39934555680504
"4",6.19548053814939,1.39240802784462
"5",3.4575230367988,0.513876818811191
"6",0.83991140291551,0.215670237591325
"7",5.75646570371677,1.23111774793078
"8",4.28205668706338,0.596998937078611
"9",0.592636071741533,0.128825941523987
"10",5.13772417029867,1.11443067568665
"11",5.04428977014421,0.707089212697136
"12",0.57694456458922,0.0985295677185227
"13",4.38855293283313,0.980166290975673
"14",5.6835301622184,0.824976283448159
"15",0.794139685925661,0.111968746377746
"16",3.5685512752278,0.822701813118627
"17",6.14880300170084,0.941444168384845
"18",1.22684375263391,0.160035150885745
"19",2.74310489851922,0.648489812785547
"20",6.40309891902097,1.04607336580149
"21",1.84066368037696,0.23656390534692
"22",1.97794210127475,0.474909621926361
"23",6.42611047039987,1.12349670157583
"24",2.58664092231028,0.331618581170198
"25",1.33406256707165,0.321859858305554
"26",6.21603048382726,1.16225283207925
"27",3.40538454553012,0.43970483508706
"28",0.862692623089628,0.202585524601599
"29",5.78961239121669,1.15190384480021
"30",4.23168306355317,0.557817005317754
"31",0.601404788781704,0.126942011195792
"32",5.18081116009883,1.08934641933865
"33",4.99965763087624,0.683880307677849
"34",0.571036903518455,0.0968070076243825
"35",4.4381113353098,0.978743409050183
"36",5.64819384892715,0.809793713637961
"37",0.773968624088073,0.109405191270723
"38",3.62064698724485,0.828800560633014
"39",6.12559507378555,0.931679339304427
"40",1.19407818120439,0.156447761697552
"41",2.79360527180963,0.658087906654772
"42",6.39385605561831,1.0390634321867
"43",1.7978529163766,0.231136216262756
"44",2.02284050624445,0.485987948166042
"45",6.43157804886561,1.11835347125966
"46",2.53722766134843,0.32470192390463
"47",1.36973705379348,0.330011736466523
"48",6.23576256035048,1.16050113688475
"49",3.35330278567692,0.43328724921382
"50",0.886314303552181,0.209121549268203
"51",5.82205105208856,1.15415965970758
"52",4.18105742407771,0.551390227739636
"53",0.611112155863757,0.130223484783263
"54",5.22333922173107,1.09534204794809
"55",4.95457237448125,0.675543774229683
"56",0.566013291777526,0.0983033152532795
"57",4.48737955931386,0.986695401701204
"58",5.61218491393394,0.801585319731887
"59",0.754670567953164,0.107486945997247
"60",3.67274448308773,0.83948021042891
"61",6.10157929682721,0.925056872427292
"62",1.16199691151468,0.152152037158779
"63",2.84433759182301,0.669407309183198
"64",6.38371173658968,1.03261543580394
"65",1.75558882773093,0.225459134122183
"66",2.06818738105111,0.495665532087177
"67",6.43612449878005,1.11465686338754
"68",2.48809970218384,0.318825105250274
"69",1.40606561727036,0.33940845987528
"70",6.25466032827788,1.15889610629271
"71",3.30126797490202,0.425923632289869
"72",0.910751765060741,0.215700890258516
"73",5.85376087187124,1.15609350546232
"74",4.1302213364829,0.542644368204161
"75",0.621697423744524,0.134246949990437
"76",5.26536324973391,1.10086534091152
"77",4.90900218549712,0.667774932618344
"78",0.561944881171434,0.0997854709622356
"79",4.53633642317951,0.994854730047266
"80",5.57552865773742,0.79332798709599
"81",0.736222749623484,0.106260999891543
"82",3.72474552649706,0.849141422214567
"83",6.07670762626578,0.917836440688861
"84",1.1306567298013,0.148466208569609
"85",2.89524316264903,0.679267364384253
"86",6.37265048897256,1.02623410159692
"87",1.71383261451671,0.220460518212942
"88",2.11395375242334,0.506777165405645
"89",6.43976994469187,1.11068287370938
"90",2.43931154393521,0.312386463053221
"91",1.44306321685346,0.3492119154396
"92",6.27270931006524,1.15745604020842
"93",3.24925519140134,0.41850102645918
"94",0.936007953192955,0.22222816011706
"95",5.88474771831066,1.15707335161946
"96",4.07919360735979,0.535295009813914
"97",0.633214228892749,0.138072651137242
"98",5.30683902304491,1.1064280103287
"99",4.86298920775446,0.661262472207065
