"","E","C"
"1",0.201960929759113,0.113380598554646
"2",0.342381172199553,0.196029627890392
"3",0.468637021243163,0.254151462899748
"4",0.604576949344474,0.210237713539855
"5",0.733739586499244,0.286835742151368
"6",0.875515191038185,0.442084671966158
"7",0.999492564875689,0.477286719226909
"8",1.12805101220185,0.42950517068582
"9",1.26795581198336,0.48824290954551
"10",1.4060499065911,0.488716521414666
"11",1.53333555196412,0.455749282077755
"12",1.66670283956821,0.573697097606161
"13",1.80634491686924,0.59164906345361
"14",1.93194218117235,0.611451861508115
"15",1.93073807758161,0.415161619346203
"16",1.79185450460144,0.541210517138666
"17",1.66339213275018,0.441368926330656
"18",1.52582783441243,0.442053224434635
"19",1.39807054992446,0.479816080753268
"20",1.27178143285168,0.428216802288154
"21",1.13337528911755,0.399894481215115
"22",1.00568736316694,0.408494746700222
"23",0.865250882035054,0.288417525015826
"24",0.744505878913136,0.327552950871505
"25",0.60581265863303,0.196488143414612
"26",0.459792669441053,0.245850210659224
"27",0.33261495750378,0.26632664462137
"28",0.204883436025968,0.0987198488977663
"29",0.0619791337234977,0.0435333899327375
